Situation;Nivel;Number;Imports;Changed_files;Changes;Deletion;Aditions;Size_body;Create_date;Closed_date;Merge_date;Diff_MergeLastModify;Diff_CreateNow;PR_comments;PR_size_comments;Review_comments;Review_size_comments;Issue_comments;Issue_size_comments;Qtd_labels_pr;Qtd_labels_issue;Commits
Closed;Easy;2458;0;1;5;0;5;101;2016-11-29 19:23:27;2016-11-30 00:47:40;;;1828 days 01:16:37.443853;3;0;0;0;3;446;0;4;1
Closed;Easy;2456;0;1;2;1;1;12;2016-11-29 15:58:29;2016-12-01 18:42:10;;;1828 days 04:41:38.364925;6;0;0;0;6;1660;0;4;1
Closed;Easy;2452;1;10;80;7;73;368;2016-11-29 09:17:09;2016-11-30 17:48:17;;;1828 days 11:23:01.786184;8;671;4;671;8;1225;0;3;1
Closed;Easy;2450;0;2;18;0;18;11;2016-11-29 02:55:13;2017-06-02 04:15:44;;;1828 days 17:45:02.470041;3;0;0;0;3;379;0;4;1
Closed;Easy;2443;0;2;13;5;8;17;2016-11-28 06:04:48;2016-12-08 06:14:02;;;1829 days 14:35:31.260529;2;0;0;0;2;147;0;4;1
Closed;Easy;2437;0;2;24;4;20;230;2016-11-27 14:43:57;2016-11-27 18:02:16;;;1830 days 05:56:26.871999;1;311;2;311;1;117;0;4;1
Closed;Easy;2418;0;8;80;0;80;12;2016-11-26 03:41:46;2017-02-17 08:11:00;;;1831 days 16:58:41.314461;7;0;0;0;7;1737;0;3;3
Closed;Easy;2411;0;5;24;18;6;94;2016-11-25 08:14:56;2016-11-26 20:44:52;;;1832 days 12:25:36.026208;6;0;0;0;6;595;0;2;1
Closed;Easy;2410;3;4;27;11;16;12;2016-11-24 18:24:25;2016-11-27 18:47:33;;;1833 days 02:16:11.200393;9;116;1;116;9;3158;0;3;1
Closed;Easy;2399;0;4;102;7;95;11;2016-11-23 04:11:08;2017-02-12 08:30:22;;;1834 days 16:29:33.212575;4;1359;9;1359;4;412;0;3;1
Closed;Easy;2390;0;4;15;1;14;12;2016-11-22 06:28:24;2016-11-26 18:16:19;;;1835 days 14:12:20.918775;5;63;1;63;5;339;0;4;2
Closed;Easy;2368;0;5;58;30;28;156;2016-11-19 21:35:53;2016-11-26 22:53:11;;;1837 days 23:04:56.656192;3;0;0;0;3;335;0;3;1
Closed;Easy;2354;0;3;59;37;22;5;2016-11-18 09:20:11;2016-12-16 06:49:44;;;1839 days 11:20:42.636539;3;107;2;107;3;179;0;4;2
Closed;Easy;2336;1;1;7;0;7;6;2016-11-16 20:21:42;2016-12-01 00:08:32;;;1841 days 00:19:14.657894;2;313;2;313;2;516;0;3;2
Closed;Easy;2300;0;1;14;10;4;190;2016-11-14 05:32:14;2016-11-15 21:21:41;;;1843 days 15:08:45.083810;5;0;0;0;5;643;0;2;2
Closed;Easy;2295;1;2;22;1;21;70;2016-11-12 08:13:19;2017-03-18 04:10:13;;;1845 days 12:27:43.389440;3;113;2;113;3;487;1;3;1
Closed;Easy;2264;0;4;83;29;54;60;2016-11-09 18:40:02;2016-12-21 19:45:03;;;1848 days 02:01:03.963791;14;405;4;405;14;1834;0;3;4
Closed;Easy;2260;0;3;44;18;26;309;2016-11-09 00:36:14;2016-11-11 03:47:53;;;1848 days 20:04:54.469086;4;0;0;0;4;700;0;3;2
Closed;Easy;2250;0;12;192;98;94;111;2016-11-07 20:58:23;2016-11-15 21:35:45;;;1849 days 23:42:47.951757;2;0;0;0;2;1174;0;3;3
Closed;Easy;2246;0;6;225;6;219;363;2016-11-07 19:16:45;2016-11-19 00:20:24;;;1850 days 01:24:28.888830;9;0;0;0;9;2120;0;3;1
Closed;Easy;2244;0;5;103;49;54;6;2016-11-07 18:55:34;2016-11-08 19:39:35;;;1850 days 01:45:42.714723;5;0;0;0;5;900;0;3;2
Closed;Easy;2216;0;6;34;4;30;17;2016-11-04 12:48:02;2016-11-07 06:31:09;;;1853 days 07:53:21.171249;2;0;0;0;2;182;0;3;1
Closed;Easy;2214;0;2;16;2;14;17;2016-11-04 07:18:08;2016-11-07 02:38:13;;;1853 days 13:23:18.910664;4;0;0;0;4;539;0;5;1
Closed;Easy;2210;0;1;5;2;3;59;2016-11-03 21:52:27;2016-12-15 17:28:31;;;1853 days 22:49:04.096520;10;1719;12;1719;10;1146;0;4;2
Closed;Easy;2188;0;1;8;1;7;213;2016-11-02 16:47:34;2016-11-03 04:40:35;;;1855 days 03:54:00.530380;3;0;0;0;3;979;0;3;1
Closed;Easy;2165;0;1;8;0;8;90;2016-10-31 18:31:15;2016-11-01 00:29:12;;;1857 days 02:10:22.177558;2;0;0;0;2;200;0;4;1
Closed;Easy;2114;0;3;9;4;5;285;2016-10-24 18:52:25;2016-11-03 00:48:04;;;1864 days 01:49:16.368998;27;2150;13;2150;27;5902;0;3;2
Closed;Easy;2105;0;1;61;21;40;12;2016-10-23 06:43:12;2016-10-25 22:33:00;;;1865 days 13:58:32.235677;1;148;2;148;1;80;0;3;1
Closed;Easy;2100;0;7;245;84;161;394;2016-10-22 02:40:54;2016-10-23 02:09:23;;;1866 days 18:00:52.720045;2;0;0;0;2;372;0;4;4
Closed;Easy;2098;0;1;2;0;2;390;2016-10-21 16:52:07;2016-10-23 00:10:43;;;1867 days 03:49:42.337124;4;182;2;182;4;324;0;3;1
Closed;Easy;2090;12;5;391;196;195;104;2016-10-20 18:56:47;2016-10-21 05:58:15;;;1868 days 01:45:05.891620;1;0;0;0;1;140;0;4;1
Closed;Easy;2057;0;6;47;7;40;106;2016-10-18 15:30:19;2017-02-17 12:58:01;;;1870 days 05:11:36.581430;3;0;0;0;3;172;0;4;5
Closed;Easy;2055;1;1;135;71;64;256;2016-10-18 09:42:57;2016-10-21 15:49:02;;;1870 days 10:59:02.382933;3;0;0;0;3;334;0;4;1
Closed;Easy;2051;0;5;34;17;17;248;2016-10-17 23:34:30;2016-10-17 23:36:22;2016-10-17 23:36:27;1856 days 18:08:54;1870 days 21:07:32.847463;2;0;0;0;2;142;0;3;1
Closed;Easy;2046;2;4;27;0;27;303;2016-10-17 16:30:09;2016-10-28 06:53:47;;;1871 days 04:11:56.555127;9;0;0;0;9;1309;0;2;1
Closed;Easy;2018;0;2;5;2;3;142;2016-10-15 14:34:46;2016-10-16 19:37:04;;;1873 days 06:07:22.193655;5;0;0;0;5;331;0;3;1
Closed;Easy;1975;0;1;2;1;1;67;2016-10-11 22:42:23;2016-10-13 16:15:09;;;1876 days 21:59:48.183651;4;0;0;0;4;704;0;4;1
Closed;Easy;1958;0;1;4;0;4;14;2016-10-11 00:23:21;2016-10-11 00:42:04;;;1877 days 20:18:53.016052;2;0;0;0;2;123;0;3;1
Closed;Easy;1943;0;1;15;0;15;40;2016-10-10 08:58:17;2016-10-10 15:24:46;;;1878 days 11:43:59.432535;2;0;0;0;2;280;0;2;2
Closed;Easy;1937;0;1;2;1;1;127;2016-10-09 15:11:24;2016-10-10 06:36:09;;;1879 days 05:30:54.782093;3;0;0;0;3;342;0;3;1
Closed;Easy;1927;0;5;102;18;84;14;2016-10-07 09:19:51;2016-10-10 15:44:15;;;1881 days 11:22:31.426148;6;0;0;0;6;304;0;2;3
Closed;Easy;1889;0;1;11;0;11;566;2016-10-02 17:04:38;2016-10-06 05:09:31;;;1886 days 03:37:46.915688;5;0;0;0;5;2495;0;3;1
Closed;Easy;1873;0;2;64;3;61;609;2016-09-28 08:43:34;2016-09-28 18:53:21;;;1890 days 11:58:53.448653;4;0;0;0;4;815;0;3;1
Closed;Easy;1843;0;2;64;3;61;303;2016-09-23 17:22:56;2016-09-28 16:21:01;;;1895 days 03:19:35.421672;9;1838;18;1838;9;1457;0;3;12
Closed;Easy;1832;0;3;11;4;7;324;2016-09-22 11:23:26;2016-09-27 16:31:21;;;1896 days 09:19:08.444187;15;0;0;0;15;2079;0;3;2
Closed;Easy;1820;1;12;90;8;82;132;2016-09-19 21:43:02;2016-10-25 17:37:06;;;1898 days 22:59:35.477592;5;69;2;69;5;1273;0;3;1
Closed;Easy;1816;0;4;15;15;0;50;2016-09-19 16:47:40;2016-09-19 17:52:27;;;1899 days 03:55:00.624071;4;0;0;0;4;586;0;3;1
Closed;Easy;1815;0;3;42;0;42;144;2016-09-19 11:32:19;2016-09-27 04:14:02;;;1899 days 09:10:25.871027;7;2562;13;2562;7;283;0;3;2
Closed;Easy;1812;0;106;145;113;32;246;2016-09-18 01:04:39;2016-09-27 04:09:07;;;1900 days 19:38:09.707642;15;0;0;0;15;6556;0;3;1
Closed;Easy;1792;0;1;7;2;5;15;2016-09-14 15:40:40;2016-09-14 17:08:11;;;1904 days 05:02:11.769729;3;0;0;0;3;676;0;3;2
Closed;Easy;1729;6;6;84;42;42;233;2016-08-28 23:17:19;2016-09-12 19:01:29;;;1920 days 21:25:35.491463;9;0;0;0;9;2166;0;3;6
Closed;Easy;1688;0;3;38;2;36;194;2016-08-23 21:16:31;2016-09-20 05:15:41;;;1925 days 23:26:26.293630;3;0;0;0;3;720;0;3;2
Closed;Easy;1687;0;4;25;8;17;246;2016-08-23 20:27:15;2016-08-26 22:06:39;;;1926 days 00:15:44.853635;2;0;0;0;2;192;0;3;3
Closed;Easy;1676;0;1;335;155;180;299;2016-08-23 02:00:36;2016-08-23 03:18:54;;;1926 days 18:42:26.467915;2;0;0;0;2;211;0;2;1
Closed;Easy;1675;0;1;18;0;18;174;2016-08-23 01:23:26;2016-08-26 21:51:51;;;1926 days 19:19:40.274081;2;156;2;156;2;152;0;3;1
Closed;Easy;1674;0;4;63;20;43;250;2016-08-23 00:53:58;2016-08-27 20:17:34;;;1926 days 19:49:11.420957;5;303;1;303;5;2613;0;4;1
Closed;Easy;1642;0;5;36;5;31;154;2016-08-18 00:00:54;2016-08-18 22:33:50;;;1931 days 20:42:18.012180;7;0;0;0;7;708;0;2;4
Closed;Easy;1632;0;1;3;0;3;141;2016-08-16 18:14:12;2016-08-16 18:31:26;;;1933 days 02:29:03.242149;2;0;0;0;2;212;0;2;1
Closed;Easy;1629;0;2;8;0;8;189;2016-08-15 23:10:15;2016-08-15 23:42:15;;;1933 days 21:33:02.794068;2;0;0;0;2;159;0;3;2
Closed;Easy;1622;0;1;4;0;4;99;2016-08-15 02:26:36;2016-08-16 23:25:13;;;1934 days 18:16:44.163392;2;0;0;0;2;142;0;3;1
Closed;Easy;1621;0;1;18;4;14;125;2016-08-15 01:53:13;2016-08-16 23:22:59;;;1934 days 18:50:09.561388;2;0;0;0;2;142;0;3;1
Closed;Easy;1613;0;7;36;12;24;88;2016-08-13 15:15:47;2016-08-19 19:08:30;;;1936 days 05:27:38.266084;4;0;0;0;4;1826;0;3;7
Closed;Easy;1585;0;3;64;3;61;146;2016-08-09 20:40:41;2016-08-18 23:11:35;;;1940 days 00:02:46.788582;7;0;0;0;7;943;0;4;2
Closed;Easy;1569;0;1;14;2;12;79;2016-08-08 20:53:49;2016-08-09 23:46:52;;;1940 days 23:49:41.822841;2;396;6;396;2;146;0;2;1
Closed;Easy;1568;0;1;74;35;39;156;2016-08-08 19:43:46;2016-11-03 18:08:32;;;1941 days 00:59:48.020429;7;0;0;0;7;1822;0;3;1
Closed;Easy;1558;0;5;10;4;6;170;2016-08-07 04:34:35;2016-08-26 03:00:30;;;1942 days 16:09:01.538807;7;0;0;0;7;829;0;2;3
Closed;Easy;1552;0;1;2;2;0;34;2016-08-05 18:35:03;2016-08-05 20:30:42;;;1944 days 02:08:35.992966;2;0;0;0;2;369;0;2;2
Closed;Easy;1542;0;2;5;3;2;131;2016-08-04 15:37:38;2016-08-05 18:13:13;;;1945 days 05:06:03.432169;6;0;0;0;6;1460;0;2;2
Closed;Easy;1538;0;2;43;17;26;57;2016-08-03 21:46:14;2016-08-27 05:38:38;;;1945 days 22:57:30.754821;6;644;2;644;6;1017;0;2;1
Closed;Easy;1523;0;1;5;2;3;14;2016-08-02 20:46:02;2016-08-03 21:57:18;;;1946 days 23:57:46.237222;7;0;0;0;7;1105;0;2;2
Closed;Easy;1496;0;2;18;7;11;13;2016-07-31 16:39:43;2016-08-02 22:19:41;;;1949 days 04:04:08.129824;6;216;2;216;6;883;0;2;2
Closed;Easy;1468;0;3;37;0;37;28;2016-07-29 15:09:24;2016-08-01 02:38:44;;;1951 days 05:34:29.815305;5;49;1;49;5;672;0;3;1
Closed;Easy;1467;0;1;2;1;1;14;2016-07-29 14:48:45;2016-07-29 15:51:57;;;1951 days 05:55:12.654135;2;0;0;0;2;240;0;3;1
Closed;Easy;1422;0;4;79;5;74;23;2016-07-26 21:20:10;2016-08-05 21:51:24;;;1953 days 23:23:50.914209;16;534;1;534;16;2643;0;2;2
Closed;Easy;1387;0;2;66;26;40;965;2016-07-23 20:28:09;2016-07-23 21:54:51;;;1957 days 00:15:54.648796;2;0;0;0;2;292;0;3;4
Closed;Easy;1377;0;3;48;20;28;23;2016-07-23 05:17:47;2016-07-27 21:11:20;;;1957 days 15:26:20.409152;10;588;4;588;10;4341;0;3;4
Closed;Easy;1362;0;7;28;14;14;62;2016-07-22 17:22:21;2016-07-25 21:42:01;;;1958 days 03:21:49.232155;6;0;0;0;6;1468;0;2;3
Closed;Easy;1316;0;16;139;46;93;66;2016-07-17 18:14:21;2016-07-23 21:34:46;;;1963 days 02:29:51.729710;10;0;0;0;10;3063;0;3;16
Closed;Easy;1304;0;1;28;0;28;6;2016-07-16 03:54:13;2016-07-17 18:25:51;;;1964 days 16:50:03.106103;2;0;0;0;2;140;0;3;1
Closed;Easy;1294;0;1;36;16;20;278;2016-07-15 18:14:57;2016-07-18 17:48:16;;;1965 days 02:29:22.669054;3;0;0;0;3;224;0;3;1
Closed;Easy;1274;1;7;35;18;17;31;2016-07-14 03:24:38;2016-07-20 03:09:43;;;1966 days 17:19:45.827714;9;0;0;0;9;1055;0;2;5
Closed;Easy;1265;0;1;88;42;46;496;2016-07-13 19:16:18;2016-07-13 23:00:09;;;1967 days 01:28:10.561705;5;0;0;0;5;359;0;3;1
Closed;Easy;1264;0;4;33;0;33;16;2016-07-13 19:14:38;2016-07-14 04:08:00;;;1967 days 01:29:53.560753;7;89;1;89;7;775;0;3;1
Closed;Easy;1255;0;2;7;2;5;38;2016-07-13 08:53:17;2016-07-14 02:01:06;;;1967 days 11:51:17.036752;4;0;0;0;4;455;0;2;1
Closed;Easy;1200;0;5;20;3;17;136;2016-07-09 07:11:35;2016-07-13 03:35:54;;;1971 days 13:33:02.161759;23;165;1;165;23;4792;0;2;5
Closed;Easy;1182;0;1;3;1;2;14;2016-07-06 21:30:54;2016-07-07 22:01:15;;;1973 days 23:13:46.039561;2;627;3;627;2;278;0;2;1
Closed;Easy;1181;0;4;46;7;39;14;2016-07-06 18:08:58;2016-07-07 21:33:51;;;1974 days 02:35:44.735233;4;0;0;0;4;697;0;3;1
Closed;Easy;1148;0;17;180;31;149;40;2016-06-30 11:57:41;2016-07-18 21:05:37;;;1980 days 08:47:08.693663;14;4889;35;4889;14;1935;0;3;4
Closed;Easy;1097;0;6;169;63;106;16;2016-06-22 19:52:55;2016-06-25 17:53:00;;;1988 days 00:51:57.730430;12;178;1;178;12;6727;0;2;1
Closed;Easy;1065;1;1;27;3;24;12;2016-06-20 12:13:44;2016-06-20 15:37:39;2016-06-20 15:37:39;1954 days 13:32:30;1990 days 08:31:11.333947;2;0;0;0;2;159;0;2;1
Closed;Easy;1062;0;4;17;0;17;13;2016-06-18 17:04:58;2016-06-24 00:08:22;;;1992 days 03:40:00.392659;18;59;1;59;18;2226;0;2;1
Closed;Easy;1048;0;6;175;22;153;13;2016-06-16 06:47:22;2016-06-17 20:44:34;;;1994 days 13:57:40.709215;5;102;2;102;5;792;0;3;2
Closed;Easy;1030;0;2;4;0;4;35;2016-06-14 13:49:59;2016-06-17 18:51:56;;;1996 days 06:55:06.666438;18;0;0;0;18;3830;0;2;2
Closed;Easy;1027;0;1;18;1;17;12;2016-06-13 17:50:58;2016-06-13 22:58:29;;;1997 days 02:54:10.299696;1;0;0;0;1;108;0;2;1
Closed;Easy;980;5;4;167;54;113;12;2016-06-08 11:18:38;2016-07-13 17:56:07;;;2002 days 09:26:34.727034;34;1449;16;1449;34;6814;0;4;2
Closed;Easy;970;0;2;16;8;8;12;2016-06-07 18:09:19;2016-06-07 19:57:15;;;2003 days 02:35:57.358688;2;0;0;0;2;392;0;3;1
Closed;Easy;865;0;15;70;35;35;520;2016-06-02 19:38:20;2016-06-02 23:06:57;;;2008 days 01:07:00.416305;4;0;0;0;4;353;0;1;1
Closed;Easy;857;0;4;88;4;84;13;2016-06-02 13:51:11;2016-07-06 23:00:33;;;2008 days 06:54:14.063894;20;2448;13;2448;20;1889;0;2;1
Closed;Easy;856;0;2;16;1;15;12;2016-06-02 09:57:36;2016-06-09 21:37:40;;;2008 days 10:47:53.655451;15;505;6;505;15;3073;0;2;1
Closed;Easy;854;0;2;26;3;23;12;2016-06-01 19:35:55;2016-06-07 16:20:11;;;2009 days 01:09:38.728495;13;240;3;240;13;2911;0;3;1
Closed;Easy;837;0;22;73;36;37;12;2016-05-26 13:00:58;2016-05-26 13:55:40;2016-05-26 13:55:40;1979 days 15:14:29;2015 days 07:44:39.929641;4;0;0;0;4;192;0;2;8
Closed;Easy;798;2;4;75;0;75;68;2016-05-16 01:17:08;2017-05-30 05:37:04;;;2025 days 19:28:34.861922;4;339;2;339;4;410;1;3;1
Closed;Easy;797;0;0;0;0;0;614;2016-05-15 02:45:57;2016-05-24 14:24:26;;;2026 days 17:59:48.523501;8;0;0;0;8;2792;0;2;0
Closed;Easy;795;0;2;312;0;312;149;2016-05-14 22:50:28;2016-06-03 18:54:40;;;2026 days 21:55:23.496025;15;3539;32;3539;15;3139;0;2;1
Closed;Easy;777;1;7;69;4;65;155;2016-05-11 17:53:18;2016-05-19 01:54:16;;;2030 days 02:52:37.966487;10;317;6;317;10;4084;0;2;1
Closed;Easy;770;0;1;21;0;21;403;2016-05-10 20:51:22;2016-05-11 23:26:23;;;2030 days 23:54:36.847557;8;0;0;0;8;1681;0;2;2
Closed;Easy;749;0;6;100;7;93;13;2016-05-03 18:25:19;2017-10-11 06:01:22;;;2038 days 02:20:50.654518;72;9208;59;9208;68;19715;0;4;4
Closed;Easy;679;0;3;63;28;35;131;2016-04-17 20:40:36;2016-06-21 21:57:04;;;2054 days 00:05:39.424842;12;204;5;204;12;1551;0;2;7
Closed;Easy;638;19;20;39;20;19;52;2016-04-07 19:54:26;2016-04-07 21:13:27;;;2064 days 00:51:53.903387;2;0;0;0;2;225;0;2;1
Closed;Easy;613;1;1;12;0;12;52;2016-04-01 09:23:24;2016-05-12 21:58:54;;;2070 days 11:22:58.755985;7;473;1;473;7;1853;0;2;1
Closed;Easy;596;2;14;189;2;187;33;2016-03-27 21:48:20;2016-04-20 17:22:29;2016-04-20 17:22:29;2030 days 22:09:27;2074 days 22:58:06.709898;24;3779;12;3779;24;6234;0;3;4
Closed;Easy;582;0;3;8;1;7;12;2016-03-24 14:52:36;2016-03-27 20:51:32;;;2078 days 05:53:54.891845;4;213;3;213;4;574;0;3;1
Closed;Easy;568;0;2;2;0;2;5;2016-03-21 22:09:20;2016-03-29 18:15:51;;;2080 days 22:37:14.378845;3;255;1;255;3;340;0;3;2
Closed;Easy;567;4;3;63;18;45;5;2016-03-21 21:15:42;2016-03-30 04:26:45;;;2080 days 23:30:56.071849;3;330;4;330;3;724;0;3;1
Closed;Easy;557;0;1;18;0;18;84;2016-03-21 10:12:57;2016-06-12 16:51:17;;;2081 days 10:33:43.722532;8;0;0;0;8;2716;0;2;2
Closed;Easy;546;0;1;2;1;1;53;2016-03-17 22:24:04;2016-03-30 04:46:55;;;2084 days 22:22:39.769569;3;0;0;0;3;510;0;3;1
Closed;Easy;540;0;3;10;2;8;169;2016-03-16 18:41:51;2016-03-18 06:05:37;;;2086 days 02:04:56.581838;9;478;3;478;9;2076;0;2;1
Closed;Easy;534;0;4;101;19;82;482;2016-03-15 17:47:34;2016-04-09 04:07:20;;;2087 days 02:59:17.992545;30;2859;20;2859;30;12206;0;3;1
Closed;Easy;512;0;1;11;1;10;22;2016-03-11 18:13:33;2016-09-19 17:54:09;;;2091 days 02:33:21.504978;14;0;0;0;14;2487;0;3;1
Closed;Easy;511;1;3;14;0;14;195;2016-03-11 08:31:05;2016-03-19 18:35:59;;;2091 days 12:15:52.529397;9;0;0;0;9;1727;0;2;1
Closed;Easy;508;0;6;22;4;18;260;2016-03-10 16:41:14;2016-11-07 06:31:54;;;2092 days 04:05:47.497368;10;2152;8;2152;10;1469;0;3;5
Closed;Easy;504;0;1;2;1;1;157;2016-03-10 00:15:11;2016-03-10 04:38:29;;;2092 days 20:31:55.245798;2;0;0;0;2;137;0;3;1
Closed;Easy;500;0;1;2;0;2;103;2016-03-08 20:48:19;2016-04-22 18:03:15;;;2093 days 23:58:50.009587;4;0;0;0;4;414;0;3;2
Closed;Easy;495;0;9;121;18;103;75;2016-03-07 02:54:16;2016-05-19 03:08:36;;;2095 days 17:52:56.771484;19;1263;10;1263;19;8283;0;2;2
Closed;Easy;493;0;1;7;0;7;163;2016-03-06 14:11:49;2016-03-09 18:29:20;;;2096 days 06:35:26.597183;6;0;0;0;6;1297;0;3;1
Closed;Easy;491;68;73;618;262;356;56;2016-03-05 19:20:19;2016-03-13 09:10:48;;;2097 days 01:27:00.778057;26;1214;5;1214;26;5081;0;3;2
Closed;Easy;489;0;1;13;4;9;101;2016-03-05 10:43:38;2016-03-05 19:17:19;;;2097 days 10:03:44.633611;4;0;0;0;4;595;0;3;1
Closed;Easy;486;0;4;41;4;37;161;2016-03-03 03:20:56;2017-02-17 06:26:09;;;2099 days 17:26:31.662741;9;516;6;516;9;1319;0;6;3
Closed;Easy;484;0;1;2;0;2;70;2016-03-01 21:19:01;2016-04-29 22:06:05;;;2100 days 23:28:29.160930;4;0;0;0;4;482;0;3;1
Closed;Easy;434;0;4;209;29;180;79;2016-01-19 20:33:53;2016-02-13 04:07:09;;;2143 days 00:13:40.132202;7;424;1;424;7;1756;0;3;1
Closed;Easy;416;8;5;183;80;103;98;2016-01-10 21:41:00;2016-01-12 05:37:12;;;2151 days 23:06:37.339925;3;0;0;0;3;321;0;2;6
Closed;Easy;339;0;3;94;36;58;576;2015-11-29 03:27:00;2015-11-30 18:30:07;;;2194 days 17:20:40.526618;4;0;0;0;4;948;0;1;2
Closed;Easy;325;0;3;15;1;14;16;2015-11-23 16:38:11;2015-11-24 14:39:03;;;2200 days 04:09:32.247081;2;0;0;0;2;251;0;2;1
Closed;Easy;244;0;3;61;10;51;18;2015-10-28 01:32:03;2015-12-15 05:25:28;;;2226 days 19:15:44.262930;9;390;1;390;9;2098;0;2;1
Closed;Easy;226;0;1;22;9;13;364;2015-10-24 23:23:20;2016-05-31 15:28:14;;;2229 days 21:24:30.421764;7;0;0;0;7;1884;0;3;4
Closed;Easy;206;0;2;22;9;13;124;2015-10-20 01:42:28;2015-10-26 16:47:28;;;2234 days 19:05:26.207617;6;378;3;378;6;1184;0;2;1
Closed;Easy;20310;0;1;8;4;4;380;2021-11-19 18:29:58;2021-11-19 19:49:07;2021-11-19 19:49:07;0 days 00:00:06;12 days 02:43:35.413493;1;0;0;0;1;25;1;2;1
Closed;Easy;20236;0;3;22;9;13;671;2021-11-12 06:09:19;2021-11-16 23:02:53;2021-11-16 23:02:53;13 days 11:26:25;19 days 15:04:17.677931;2;0;0;0;2;274;1;4;1
Closed;Easy;20135;0;4;20;16;4;328;2021-11-02 08:58:42;2021-11-03 18:14:02;2021-11-03 18:14:02;28 days 01:22:23;29 days 12:14:57.815228;3;558;4;558;2;109;2;3;1
Closed;Easy;20310;0;1;8;4;4;380;2021-11-19 18:29:58;2021-11-19 19:49:07;2021-11-19 19:49:07;0 days 00:00:06;12 days 02:43:43.926641;1;0;0;0;1;25;1;2;1
Closed;Easy;20236;0;3;22;9;13;671;2021-11-12 06:09:19;2021-11-16 23:02:53;2021-11-16 23:02:53;13 days 11:26:25;19 days 15:04:25.734670;2;0;0;0;2;274;1;4;1
Closed;Easy;20135;0;4;20;16;4;328;2021-11-02 08:58:42;2021-11-03 18:14:02;2021-11-03 18:14:02;28 days 01:22:23;29 days 12:15:05.630350;3;558;4;558;2;109;2;3;1
Closed;Easy;20053;0;2;16;9;7;374;2021-10-23 17:34:34;2021-10-27 00:52:57;2021-10-27 00:52:57;35 days 18:43:28;39 days 03:39:16.722198;3;1217;7;1217;3;307;1;5;1
Closed;Easy;20034;0;2;17;9;8;438;2021-10-21 05:15:55;2021-10-21 19:20:38;2021-10-21 19:20:38;41 days 04:11:01;41 days 15:57:58.216229;1;0;0;0;1;24;1;4;1
Closed;Easy;20025;0;2;22;0;22;111;2021-10-20 21:24:32;2021-10-21 23:33:46;;;41 days 23:49:23.708228;4;0;0;0;3;323;1;6;5
Closed;Easy;20005;0;1;2;1;1;582;2021-10-19 08:58:25;2021-10-19 19:21:45;2021-10-19 19:21:45;22 days 21:34:05;43 days 12:15:33.118576;1;0;0;0;1;310;1;4;1
Closed;Easy;19997;0;1;2;0;2;666;2021-10-18 13:36:00;2021-10-26 22:50:56;2021-10-26 22:50:56;29 days 08:13:10;44 days 07:38:00.700741;4;0;0;0;4;1453;1;6;1
Closed;Easy;19996;0;4;441;0;441;611;2021-10-18 12:06:57;2021-10-22 20:40:45;2021-10-22 20:40:45;39 days 22:55:40;44 days 09:07:07.548214;10;2085;11;2085;9;4142;3;5;1
Closed;Easy;19991;0;1;9;4;5;514;2021-10-17 19:05:08;2021-10-19 19:23:16;2021-10-19 19:23:16;35 days 21:34:18;45 days 02:08:59.122401;7;0;0;0;7;1296;1;5;1
Closed;Easy;19972;0;5;25;6;19;1100;2021-10-15 11:09:36;2021-10-15 11:43:50;;;47 days 10:04:34.103446;0;0;0;0;0;0;1;4;1
Closed;Easy;19949;1;2;21;0;21;541;2021-10-12 00:30:08;2021-10-16 00:17:36;2021-10-16 00:17:36;45 days 21:38:32;50 days 20:44:05.014447;7;447;3;447;6;4765;4;6;1
Closed;Easy;19945;0;1;1;0;1;273;2021-10-11 14:24:11;2021-10-11 16:06:00;2021-10-11 16:06:00;51 days 00:32:44;51 days 06:50:04.433492;2;0;0;0;2;658;1;5;1
Closed;Easy;19928;1;1;4;1;3;510;2021-10-07 14:33:20;2021-10-07 16:24:20;2021-10-07 16:24:19;9 days 14:08:31;55 days 06:40:58.090363;2;0;0;0;1;57;4;5;1
Closed;Easy;20310;0;1;8;4;4;380;2021-11-19 18:29:58;2021-11-19 19:49:07;2021-11-19 19:49:07;0 days 00:00:06;12 days 02:44:22.508289;1;0;0;0;1;25;1;2;1
Closed;Easy;20236;0;3;22;9;13;671;2021-11-12 06:09:19;2021-11-16 23:02:53;2021-11-16 23:02:53;13 days 11:26:25;19 days 15:05:03.879046;2;0;0;0;2;274;1;4;1
Closed;Easy;20135;0;4;20;16;4;328;2021-11-02 08:58:42;2021-11-03 18:14:02;2021-11-03 18:14:02;28 days 01:22:23;29 days 12:15:43.833392;3;558;4;558;2;109;2;3;1
Closed;Easy;20053;0;2;16;9;7;374;2021-10-23 17:34:34;2021-10-27 00:52:57;2021-10-27 00:52:57;35 days 18:43:28;39 days 03:39:54.879387;3;1217;7;1217;3;307;1;5;1
Closed;Easy;20034;0;2;17;9;8;438;2021-10-21 05:15:55;2021-10-21 19:20:38;2021-10-21 19:20:38;41 days 04:11:01;41 days 15:58:36.299477;1;0;0;0;1;24;1;4;1
Closed;Easy;20025;0;2;22;0;22;111;2021-10-20 21:24:32;2021-10-21 23:33:46;;;41 days 23:50:01.404744;4;0;0;0;3;323;1;6;5
Closed;Easy;20005;0;1;2;1;1;582;2021-10-19 08:58:25;2021-10-19 19:21:45;2021-10-19 19:21:45;22 days 21:34:05;43 days 12:16:11.291724;1;0;0;0;1;310;1;4;1
