Situation;Nivel;Number;Imports;Changed_files;Changes;Deletion;Aditions;Size_body;Create_date;Closed_date;Merge_date;Diff_MergeLastModify;Diff_CreateNow;PR_comments;PR_size_comments;Review_comments;Review_size_comments;Issue_comments;Issue_size_comments;Qtd_labels_pr;Qtd_labels_issue;Commits
Closed;Easy;8171;0;1;2;1;1;114;2018-01-25 11:31:20;2018-01-28 00:31:33;;;1406 days 09:59:02.685436;5;0;0;0;4;803;1;4;1
Closed;Easy;8164;0;2;24;4;20;86;2018-01-24 23:06:17;2018-01-25 02:45:43;;;1406 days 22:24:08.179071;4;0;0;0;3;422;3;3;1
Closed;Easy;8163;0;4;85;6;79;117;2018-01-24 22:49:32;2018-02-05 21:43:18;;;1406 days 22:40:55.797002;7;0;0;0;6;799;1;3;2
Closed;Easy;8159;0;8;119;39;80;319;2018-01-24 17:43:32;2018-02-16 19:48:31;;;1407 days 03:46:58.477484;6;72;1;72;4;243;3;4;1
Closed;Easy;8158;0;6;53;18;35;12;2018-01-24 16:01:40;2018-02-03 01:38:13;;;1407 days 05:28:53.478551;5;482;2;482;5;943;1;2;1
Closed;Easy;8136;0;2;37;11;26;329;2018-01-22 15:49:00;2019-07-12 03:01:27;;;1409 days 05:41:39.239981;18;1374;11;1374;17;1570;2;3;1
Closed;Easy;8133;5;10;260;0;260;45;2018-01-21 17:13:03;2018-03-28 18:09:56;;;1410 days 04:17:40.877663;13;1622;12;1622;13;1809;1;3;1
Closed;Easy;8130;0;2;28;1;27;406;2018-01-21 00:21:21;2018-02-12 20:51:12;;;1410 days 21:09:25.490566;4;0;0;0;3;563;1;4;4
Closed;Easy;8086;0;3;98;11;87;233;2018-01-16 20:04:26;2018-01-17 14:11:45;2018-01-17 14:11:44;1378 days 00:43:53;1415 days 01:26:22.964131;2;0;0;0;1;32;2;3;1
Closed;Easy;8036;0;3;17;2;15;11;2018-01-09 11:44:23;2018-01-11 11:29:56;2018-01-11 11:29:56;1419 days 01:17:27;1422 days 09:46:29.027440;6;998;5;998;5;493;0;4;1
Closed;Easy;7983;0;2;18;6;12;626;2018-01-03 20:14:16;2018-11-29 00:05:10;;;1428 days 01:16:39.285845;3;0;0;0;2;161;3;3;1
Closed;Easy;7964;0;2;30;10;20;11;2018-01-01 16:25:22;2018-01-31 23:06:47;;;1430 days 05:05:36.096344;2;476;4;476;1;65;1;3;1
Closed;Easy;7960;0;1;45;5;40;165;2018-01-01 04:40:02;2020-05-06 00:57:08;;;1430 days 16:50:58.547439;3;0;0;0;1;97;2;3;1
Closed;Easy;7959;0;1;45;5;40;165;2018-01-01 01:57:27;2018-01-01 02:38:21;;;1430 days 19:33:36.167949;1;0;0;0;0;0;0;3;2
Closed;Easy;7951;0;3;30;2;28;130;2017-12-30 10:17:07;2018-02-10 01:58:50;;;1432 days 11:13:59.098267;7;0;0;0;4;1314;2;4;1
Closed;Easy;7903;0;6;65;11;54;404;2017-12-26 12:07:27;2018-02-19 17:54:05;;;1436 days 09:23:42.109661;8;0;0;0;8;1721;1;3;2
Closed;Easy;7897;0;2;37;1;36;12;2017-12-26 01:04:25;2017-12-31 13:09:48;2017-12-31 13:09:48;1413 days 07:56:25;1436 days 20:26:48.555143;7;2724;24;2724;7;554;0;3;1
Closed;Easy;7880;0;3;137;46;91;218;2017-12-23 17:51:54;2018-01-24 01:09:15;;;1439 days 03:39:22.417556;6;0;0;0;6;6298;0;3;2
Closed;Easy;7879;0;4;73;13;60;13;2017-12-23 15:42:19;2018-01-23 00:41:18;2018-01-23 00:41:18;1405 days 15:18:50;1439 days 05:49:01.547627;4;724;4;724;3;190;1;3;2
Closed;Easy;7869;0;4;50;8;42;360;2017-12-22 17:21:33;2020-05-06 00:54:27;;;1440 days 04:09:50.382070;17;0;0;0;15;4170;2;4;3
Closed;Easy;7866;0;3;12;0;12;249;2017-12-22 13:48:27;2018-02-06 11:13:45;;;1440 days 07:42:59.407716;7;566;4;566;6;865;1;4;1
Closed;Easy;7845;0;2;13;0;13;533;2017-12-20 13:33:17;2017-12-22 13:57:41;2017-12-22 13:57:40;1410 days 01:57:53;1442 days 07:58:12.417830;14;777;5;777;13;2123;0;5;1
Closed;Easy;7833;10;92;2079;897;1182;13;2017-12-18 20:20:55;2017-12-20 14:29:50;;;1444 days 01:10:38.412186;0;0;0;0;0;0;0;2;42
Closed;Easy;7802;0;20;827;489;338;1550;2017-12-16 20:43:11;2017-12-18 14:24:10;2017-12-18 14:24:10;711 days 00:07:15;1446 days 00:48:25.307046;3;0;0;0;2;183;0;4;5
Closed;Easy;7790;0;3;39;18;21;12;2017-12-15 21:29:22;2018-04-23 05:00:33;;;1447 days 00:02:17.722918;13;0;0;0;11;2469;2;2;2
Closed;Easy;7779;0;3;96;6;90;12;2017-12-14 21:18:05;2018-01-17 19:02:45;;;1448 days 00:13:37.226945;7;0;0;0;5;258;1;3;1
Closed;Easy;7772;59;316;27940;8881;19059;333;2017-12-14 16:57:14;2018-01-22 15:34:32;;;1448 days 04:34:38.867747;2;0;0;0;1;95;1;3;221
Closed;Easy;7760;0;3;38;4;34;11;2017-12-13 21:30:02;2017-12-14 12:48:11;2017-12-14 12:48:11;1294 days 05:45:13;1449 days 00:01:53.590112;8;0;0;0;7;2041;0;3;1
Closed;Easy;7754;0;1;31;1;30;196;2017-12-13 16:13:13;2018-01-23 04:59:10;;;1449 days 05:18:45.550487;6;420;5;420;4;777;1;4;1
Closed;Easy;7750;1;6;86;34;52;382;2017-12-13 01:43:10;2018-02-19 18:45:55;;;1449 days 19:48:51.427585;6;148;2;148;4;256;2;5;3
Closed;Easy;7731;0;6;61;1;60;11;2017-12-11 10:40:37;2017-12-15 19:23:25;2017-12-15 19:23:25;1446 days 13:18:50;1451 days 10:51:27.476048;15;77;2;77;14;2539;0;3;1
Closed;Easy;7730;0;2;8;3;5;159;2017-12-10 20:48:15;2017-12-20 12:08:47;2017-12-20 12:08:47;1440 days 05:30:17;1452 days 00:43:52.820258;19;133;3;133;16;2020;1;5;1
Closed;Easy;7727;0;1;54;0;54;292;2017-12-10 18:25:38;2018-01-25 00:03:47;;;1452 days 03:06:32.322848;12;0;0;0;11;2194;1;4;1
Closed;Easy;7726;0;1;2;1;1;152;2017-12-10 12:48:22;2017-12-10 14:00:15;2017-12-10 14:00:15;1451 days 18:42:00;1452 days 08:43:51.207736;2;0;0;0;1;34;0;4;1
Closed;Easy;7725;0;6;101;10;91;235;2017-12-10 06:33:05;2018-02-10 01:35:32;;;1452 days 14:59:10.852517;15;0;0;0;13;1849;2;3;2
Closed;Easy;7722;0;2;35;1;34;183;2017-12-09 21:40:25;2017-12-09 23:00:35;;;1452 days 23:51:53.323103;1;0;0;0;1;223;0;4;1
Closed;Easy;7715;0;2;24;0;24;245;2017-12-09 16:14:26;2018-01-25 02:47:24;;;1453 days 05:17:55.248530;10;510;3;510;9;1625;1;3;1
Closed;Easy;7709;0;1;5;2;3;55;2017-12-08 21:22:40;2017-12-12 15:55:51;2017-12-12 15:55:51;1446 days 04:31:44;1454 days 00:09:43.781676;3;0;0;0;3;518;0;2;1
Closed;Easy;7708;0;2;35;1;34;203;2017-12-08 19:39:35;2017-12-09 19:19:36;;;1454 days 01:52:51.503009;2;477;2;477;2;552;0;4;5
Closed;Easy;7696;0;3;87;4;83;204;2017-12-07 21:51:51;2018-02-12 23:02:05;;;1454 days 23:40:39.742683;9;1755;13;1755;8;2406;1;4;1
Closed;Easy;7644;0;8;614;69;545;508;2017-12-03 17:07:48;2018-02-12 23:40:12;;;1459 days 04:24:46.805060;10;1686;13;1686;10;2527;2;4;2
Closed;Easy;7643;0;3;145;1;144;449;2017-12-03 14:55:43;2017-12-13 00:35:39;2017-12-13 00:35:39;1449 days 21:48:51;1459 days 06:36:54.346730;2;0;0;0;2;79;0;3;1
Closed;Easy;7613;0;2;3;1;2;406;2017-12-01 16:52:40;2017-12-07 22:37:24;2017-12-07 22:37:24;1451 days 17:22:44;1461 days 04:39:59.965962;2;0;0;0;1;39;0;4;2
Closed;Easy;7548;0;1;2;1;1;256;2017-11-28 18:07:45;2017-11-28 18:57:51;2017-11-28 18:58:26;1460 days 21:01:42;1464 days 03:24:57.808830;2;0;0;0;1;36;0;4;1
Closed;Easy;7536;0;2;9;2;7;92;2017-11-27 20:33:50;2017-11-27 23:13:38;;;1465 days 00:58:55.591659;4;253;3;253;3;147;0;4;1
Closed;Easy;7483;0;3;38;4;34;11;2017-11-22 06:22:05;2017-11-23 23:54:03;;;1470 days 15:10:43.089811;4;0;0;0;3;660;0;3;1
Closed;Easy;7439;0;1;63;29;34;45;2017-11-18 05:22:48;2018-01-23 06:22:36;;;1474 days 16:10:02.643349;9;0;0;0;6;588;0;4;1
Closed;Easy;7408;0;14;60;18;42;869;2017-11-16 02:36:21;2017-11-17 19:42:37;;;1476 days 18:56:32.178293;4;0;0;0;3;1398;0;3;8
Closed;Easy;7291;0;3;9;0;9;13;2017-11-04 18:44:53;2017-11-07 20:27:20;;;1488 days 02:48:03.238144;5;0;0;0;5;1189;0;4;1
Closed;Easy;7281;2;18;165;21;144;152;2017-11-03 19:30:36;2017-11-10 19:20:52;;;1489 days 02:02:22.893334;13;0;0;0;12;5717;0;3;4
Closed;Easy;7279;0;4;22;3;19;610;2017-11-03 17:38:20;2017-11-11 00:56:41;;;1489 days 03:54:41.632343;2;3244;2;3244;2;802;0;4;1
Closed;Easy;7273;0;2;17;2;15;11;2017-11-02 21:03:09;2018-02-21 06:14:45;;;1490 days 00:29:55.636895;12;333;1;333;10;2237;1;3;1
Closed;Easy;7267;0;1;22;11;11;12;2017-11-02 17:21:44;2017-11-04 17:45:57;;;1490 days 04:11:23.419071;4;0;0;0;4;583;0;4;1
Closed;Easy;7264;3;2;49;3;46;506;2017-11-02 13:23:20;2018-03-16 20:37:27;;;1490 days 08:09:50.772615;10;867;10;867;10;818;1;3;1
Closed;Easy;7249;0;39;761;569;192;90;2017-10-31 20:40:35;2017-11-02 21:03:58;;;1492 days 00:52:38.647105;2;0;0;0;0;0;0;3;3
Closed;Easy;7246;0;4;27;25;2;289;2017-10-31 19:12:17;2018-02-19 18:15:13;;;1492 days 02:20:59.588459;16;0;0;0;16;4016;1;2;1
Closed;Easy;7236;0;2;10;5;5;324;2017-10-31 12:34:55;2017-10-31 15:59:28;;;1492 days 08:58:24.065382;2;0;0;0;1;133;0;4;1
Closed;Easy;7214;0;9;414;75;339;735;2017-10-29 13:42:23;2018-03-22 01:05:10;;;1494 days 07:50:59.662491;22;1152;12;1152;20;7073;3;3;2
Closed;Easy;7185;0;17;204;103;101;12;2017-10-27 07:11:32;2017-11-02 18:01:48;2017-11-02 18:01:48;1444 days 12:31:02;1496 days 14:21:53.653115;9;331;2;331;6;689;0;3;6
Closed;Easy;7183;0;4;20;2;18;11;2017-10-26 22:50:51;2018-03-02 04:57:31;;;1496 days 22:42:37.197400;9;0;0;0;8;1319;1;3;2
Closed;Easy;7147;1;12;150;3;147;436;2017-10-24 07:46:54;2019-07-10 00:04:27;;;1499 days 13:46:36.751651;7;0;0;0;5;799;2;3;1
Closed;Easy;7146;1;12;102;4;98;442;2017-10-24 06:16:36;2017-10-24 07:44:36;;;1499 days 15:16:57.283855;0;0;0;0;0;0;0;3;1
Closed;Easy;7129;0;1;18;7;11;83;2017-10-23 09:48:59;2018-01-14 06:42:45;;;1500 days 11:44:37.966118;3;1353;7;1353;2;329;1;3;3
Closed;Easy;7108;0;1;16;7;9;59;2017-10-20 18:11:43;2017-10-23 09:40:09;;;1503 days 03:21:56.532856;0;281;1;281;0;0;0;3;4
Closed;Easy;7094;0;1;7;1;6;377;2017-10-19 23:11:11;2017-10-28 00:11:46;;;1503 days 22:22:31.336950;3;1378;3;1378;3;367;0;3;2
Closed;Easy;7040;0;2;13;2;11;137;2017-10-17 14:46:14;2017-10-17 23:07:36;;;1506 days 06:47:31.635961;2;562;3;562;2;90;0;3;1
Closed;Easy;7029;0;3;55;22;33;142;2017-10-17 02:22:16;2017-11-16 22:35:07;;;1506 days 19:11:32.884809;3;388;1;388;2;369;0;2;3
Closed;Easy;6987;0;1;2;1;1;12;2017-10-13 16:23:03;2017-12-10 14:08:40;;;1510 days 05:10:48.686064;16;0;0;0;14;2439;1;4;1
Closed;Easy;6964;0;8;164;14;150;508;2017-10-11 23:53:41;2017-10-19 04:56:51;;;1511 days 21:40:13.496552;9;241;2;241;8;1209;0;3;3
Closed;Easy;6940;0;1;2;1;1;152;2017-10-11 12:46:49;2017-10-11 17:00:53;;;1512 days 08:47:07.927186;1;0;0;0;1;130;0;3;1
Closed;Easy;6931;2;18;523;24;499;904;2017-10-09 20:39:22;2017-10-27 20:09:05;;;1514 days 00:54:38.820771;6;1824;16;1824;4;2289;0;3;2
Closed;Easy;6930;0;1;15;9;6;399;2017-10-09 19:21:23;2018-04-03 00:47:06;;;1514 days 02:12:40.451489;7;0;0;0;6;622;1;5;1
Closed;Easy;6904;0;2;28;3;25;11;2017-10-07 10:35:57;2017-11-15 22:04:06;;;1516 days 10:58:09.418974;10;611;4;611;8;1586;0;3;1
Closed;Easy;6890;0;5;289;11;278;28;2017-10-06 08:47:29;2017-11-22 03:54:31;;;1517 days 12:46:40.337003;12;475;1;475;9;1949;0;3;4
Closed;Easy;6870;0;3;21;5;16;13;2017-10-05 14:53:32;2017-10-05 16:01:39;2017-10-05 16:02:26;965 days 01:52:58;1518 days 06:40:39.990366;1;0;0;0;1;39;0;4;2
Closed;Easy;6868;0;2;52;45;7;206;2017-10-05 14:33:30;2017-10-19 05:55:22;;;1518 days 07:00:44.760967;3;0;0;0;3;464;0;3;1
Closed;Easy;6850;0;5;40;4;36;105;2017-10-04 19:26:57;2017-10-11 23:24:51;;;1519 days 02:07:20.780861;4;1051;5;1051;3;234;0;3;3
Closed;Easy;6824;0;1;32;5;27;162;2017-10-03 01:26:24;2017-10-05 00:04:14;;;1520 days 20:07:57.737967;2;1920;13;1920;2;143;0;6;2
Closed;Easy;6813;0;5;20;3;17;402;2017-10-02 09:12:49;2018-02-16 20:34:45;;;1521 days 12:21:35.866732;3;283;3;283;2;87;1;3;5
Closed;Easy;6796;0;1;9;0;9;216;2017-09-30 17:27:09;2017-11-09 20:21:17;2017-11-09 20:21:17;1466 days 19:46:23;1523 days 04:07:18.423760;9;0;0;0;8;1623;0;2;1
Closed;Easy;6766;0;1;6;0;6;235;2017-09-29 08:14:04;2017-12-22 14:14:56;;;1524 days 13:20:28.344028;5;249;1;249;1;64;0;5;1
Closed;Easy;6734;0;6;82;6;76;41;2017-09-28 02:16:16;2017-10-12 03:48:38;;;1525 days 19:18:19.303025;11;78;1;78;10;2114;0;4;2
Closed;Easy;6728;0;1;13;5;8;20;2017-09-27 23:53:54;2017-09-28 17:04:59;;;1525 days 21:40:45.061025;3;49;1;49;3;841;0;3;1
Closed;Easy;6672;6;3;89;2;87;13;2017-09-25 22:04:43;2017-10-12 06:00:26;;;1527 days 23:29:58.656063;6;156;1;156;6;1168;0;3;2
Closed;Easy;6625;2;2;22;0;22;123;2017-09-22 10:35:49;2018-03-02 04:53:37;;;1531 days 10:58:55.400064;3;0;0;0;3;310;1;4;1
Closed;Easy;6623;2;14;48;29;19;12;2017-09-22 06:25:38;2017-09-22 11:57:24;;;1531 days 15:09:09.394061;3;263;4;263;3;528;0;3;1
Closed;Easy;6618;0;4;61;45;16;176;2017-09-21 17:59:24;2018-02-10 01:49:22;;;1532 days 03:35:27.338092;6;878;10;878;2;380;1;3;8
Closed;Easy;6611;0;4;36;29;7;665;2017-09-20 21:37:01;2017-09-26 21:11:07;;;1532 days 23:57:53.333112;8;575;2;575;7;2590;0;5;2
Closed;Easy;6608;0;1;35;5;30;791;2017-09-20 16:41:07;2017-09-22 12:10:38;;;1533 days 04:53:49.826111;3;0;0;0;3;599;0;4;1
Closed;Easy;6597;0;4;26;15;11;277;2017-09-20 00:39:27;2018-03-23 21:56:13;;;1533 days 20:55:32.737113;7;622;3;622;6;1086;1;4;3
Closed;Easy;6592;0;6;18;9;9;90;2017-09-19 15:18:24;2017-12-22 14:15:18;;;1534 days 06:16:38.782112;23;47;2;47;21;2369;0;3;1
Closed;Easy;6585;0;1;2;1;1;202;2017-09-18 21:45:22;2017-10-20 00:51:21;;;1534 days 23:49:43.378111;4;0;0;0;4;1538;0;3;1
Closed;Easy;6571;0;2;15;13;2;76;2017-09-16 23:00:00;2017-10-02 05:10:58;;;1536 days 22:35:07.950111;4;0;0;0;3;250;0;3;1
Closed;Easy;6568;0;1;6;0;6;333;2017-09-16 10:35:04;2017-10-19 05:00:14;;;1537 days 11:00:07.190111;8;478;1;478;6;844;0;2;1
Closed;Easy;6505;0;2;20;6;14;102;2017-09-13 17:28:39;2017-09-15 10:49:08;;;1540 days 04:06:35.101112;3;266;2;266;3;725;0;1;1
Closed;Easy;6501;1;2;28;3;25;418;2017-09-13 16:12:02;2017-09-25 12:56:05;2017-09-25 12:56:05;1520 days 05:14:48;1540 days 05:23:15.104869;7;579;5;579;5;596;0;3;1
Closed;Easy;6496;0;2;11;4;7;10;2017-09-13 12:11:21;2017-09-30 00:24:25;;;1540 days 09:23:58.988070;4;402;3;402;4;622;0;3;1
Closed;Easy;6492;1;19;340;41;299;469;2017-09-13 06:05:54;2018-04-23 04:54:07;;;1540 days 15:29:31.922669;39;4018;19;4018;31;10889;2;3;6
Closed;Easy;6485;0;1;50;23;27;94;2017-09-12 19:41:55;2020-05-08 20:26:07;;;1541 days 01:53:34.167667;7;0;0;0;4;2797;2;3;4
Closed;Easy;6462;0;1;10;0;10;10;2017-09-11 01:30:04;2018-02-09 04:32:44;;;1542 days 20:05:27.857221;5;0;0;0;2;356;1;3;4
Closed;Easy;6451;0;2;55;31;24;132;2017-09-10 07:18:00;2017-09-30 16:14:05;;;1543 days 14:17:34.622224;5;220;2;220;5;565;0;4;1
Closed;Easy;6446;0;0;0;0;0;132;2017-09-09 20:46:08;2017-09-10 06:59:53;;;1544 days 00:49:29.234222;1;23;1;23;1;31;0;4;0
Closed;Easy;6437;0;4;33;14;19;11;2017-09-08 17:19:26;2017-09-08 18:20:37;2017-09-08 18:20:37;1541 days 21:39:31;1545 days 04:16:15.537252;2;0;0;0;1;31;0;4;2
Closed;Easy;6425;0;1;5;0;5;195;2017-09-07 18:23:06;2017-09-08 18:30:58;2017-09-08 18:30:58;1541 days 21:29:10;1546 days 03:12:38.875269;2;0;0;0;1;166;0;5;1
Closed;Easy;6424;1;6;97;7;90;219;2017-09-07 17:45:16;2017-10-11 23:01:40;;;1546 days 03:50:31.839252;29;597;1;597;27;11975;0;4;2
Closed;Easy;6378;0;2;20;9;11;187;2017-09-02 05:32:02;2017-09-06 16:13:34;2017-09-06 16:13:34;1543 days 23:46:34;1551 days 16:03:48.804257;2;578;7;578;1;31;0;3;3
Closed;Easy;6350;0;7;28;7;21;31;2017-08-29 23:06:10;2017-09-15 15:04:12;;;1554 days 22:29:43.271771;1;0;0;0;1;98;0;3;2
Closed;Easy;6345;0;1;38;0;38;13;2017-08-29 19:25:22;2017-09-16 15:17:22;;;1555 days 02:10:33.799770;13;0;0;0;13;1680;0;3;1
Closed;Easy;6339;0;2;85;11;74;97;2017-08-29 15:13:59;2017-09-14 14:22:05;;;1555 days 06:21:59.431849;4;238;1;238;2;235;0;3;2
Closed;Easy;6335;0;1;1;0;1;326;2017-08-29 00:38:04;2017-08-29 03:37:33;;;1555 days 20:57:56.783888;4;0;0;0;3;347;0;4;1
Closed;Easy;6306;0;3;21;7;14;1220;2017-08-28 17:05:55;2017-08-28 22:44:38;;;1556 days 04:30:08.331924;5;0;0;0;4;1081;0;4;2
Closed;Easy;6302;0;2;13;1;12;101;2017-08-28 14:37:39;2017-09-25 22:44:06;;;1556 days 06:58:27.212922;9;858;4;858;7;2477;0;3;2
Closed;Easy;6257;0;5;103;14;89;40;2017-08-24 08:00:13;2017-08-25 07:17:01;;;1560 days 13:35:56.143961;7;156;4;156;6;716;0;4;4
Closed;Easy;6239;0;1;1;0;1;91;2017-08-23 17:25:19;2017-08-23 18:05:54;2017-08-23 18:05:53;1524 days 20:49:44;1561 days 04:10:52.640962;2;0;0;0;2;570;0;3;1
Closed;Easy;6230;1;3;9;7;2;289;2017-08-23 09:37:15;2017-08-23 17:00:22;2017-08-23 17:00:22;1515 days 13:32:28;1561 days 11:58:59.070475;2;0;0;0;1;49;0;4;1
Closed;Easy;6228;0;2;16;3;13;71;2017-08-23 07:19:37;2017-08-23 07:23:39;;;1561 days 14:16:39.626475;3;0;0;0;1;34;1;3;2
Closed;Easy;6208;0;5;112;12;100;295;2017-08-22 13:17:01;2017-08-23 20:44:09;;;1562 days 08:19:18.761771;5;1677;10;1677;4;491;0;3;1
Closed;Easy;6195;0;5;16;0;16;832;2017-08-20 01:29:34;2017-08-23 02:46:01;;;1564 days 20:06:48.285291;5;0;0;0;4;1438;0;3;1
Closed;Easy;6192;0;1;22;2;20;96;2017-08-19 14:13:24;2017-08-21 05:11:57;2017-08-21 05:11:57;1554 days 10:39:52;1565 days 07:23:00.696934;3;0;0;0;3;304;0;4;1
Closed;Easy;6173;0;13;685;280;405;149;2017-08-17 23:27:29;2017-08-29 00:22:34;;;1566 days 22:08:59.311559;12;668;7;668;10;3211;0;3;2
Closed;Easy;6152;0;11;106;46;60;317;2017-08-16 16:44:33;2021-02-05 18:49:44;;;1568 days 04:52:00.919488;14;0;0;0;12;2431;2;2;5
Closed;Easy;6008;0;7;231;66;165;188;2017-08-02 19:58:38;2017-10-11 19:15:43;;;1582 days 01:38:00.241120;20;1844;12;1844;18;3960;0;6;2
Closed;Easy;6001;0;4;22;0;22;12;2017-08-01 20:20:03;2017-12-16 22:10:56;;;1583 days 01:16:37.660553;7;0;0;0;6;1504;0;3;1
Closed;Easy;5977;0;15;60;30;30;284;2017-07-31 14:52:51;2017-08-24 00:13:41;;;1584 days 06:43:53.435915;12;1881;16;1881;10;4972;0;3;2
Closed;Easy;5972;0;2;43;4;39;637;2017-07-30 20:24:59;2017-07-31 19:42:38;2017-07-31 19:42:37;1030 days 22:12:47;1585 days 01:11:48.282867;1;442;3;442;0;0;0;5;2
Closed;Easy;5966;0;2;24;7;17;279;2017-07-29 19:40:06;2017-08-01 04:22:29;;;1586 days 01:56:43.720262;2;0;0;0;2;161;0;4;1
Closed;Easy;5952;0;3;12;2;10;116;2017-07-28 10:24:22;2017-07-31 16:37:48;;;1587 days 11:12:30.444575;4;177;2;177;3;319;0;4;1
Closed;Easy;5948;0;3;10;2;8;12;2017-07-28 04:31:54;2017-07-28 19:32:38;;;1587 days 17:05:01.920522;3;36;2;36;2;49;0;3;1
Closed;Easy;5926;0;11;28;0;28;802;2017-07-26 10:21:23;2017-10-12 04:48:28;;;1589 days 11:15:35.854441;23;178;3;178;22;6777;0;5;7
Closed;Easy;5910;0;2;8;0;8;193;2017-07-25 10:52:04;2017-07-26 16:09:12;2017-07-26 16:09:12;1562 days 01:25:27;1590 days 10:44:58.253849;2;1082;8;1082;2;154;0;3;1
Closed;Easy;5909;0;7;35;35;0;141;2017-07-25 10:25:30;2017-07-25 21:01:12;;;1590 days 11:11:34.788567;8;0;0;0;8;1299;0;3;1
Closed;Easy;5907;0;8;88;1;87;12;2017-07-25 06:05:50;2017-07-25 18:19:34;;;1590 days 15:31:18.103783;3;217;4;217;2;133;0;4;2
Closed;Easy;5893;0;2;16;1;15;180;2017-07-22 11:21:30;2017-08-16 04:16:49;;;1593 days 10:15:40.621093;18;0;0;0;17;4471;0;4;1
Closed;Easy;5881;0;3;33;17;16;510;2017-07-21 13:46:36;2017-07-26 01:12:24;;;1594 days 07:50:37.733991;6;0;0;0;6;484;0;3;2
Closed;Easy;5880;0;14;487;91;396;11;2017-07-21 07:01:08;2020-02-03 02:55:21;;;1594 days 14:36:12.793256;37;12628;43;12628;34;13051;3;5;13
Closed;Easy;5879;0;3;30;2;28;476;2017-07-21 05:20:48;2017-07-21 19:14:15;;;1594 days 16:16:35.189623;4;0;0;0;4;418;0;3;2
Closed;Easy;5862;0;5;95;33;62;283;2017-07-19 15:28:19;2017-08-02 15:51:32;;;1596 days 06:09:06.994078;21;109;1;109;19;6119;0;3;2
Closed;Easy;5822;0;2;73;0;73;123;2017-07-17 14:29:47;2017-07-28 01:08:38;;;1598 days 07:07:43.220449;6;6080;22;6080;6;846;0;3;1
Closed;Easy;5819;2;24;861;745;116;701;2017-07-17 06:10:24;2017-08-02 05:53:34;;;1598 days 15:27:08.833583;9;0;0;0;6;1917;0;3;22
Closed;Easy;5815;0;1;6;0;6;205;2017-07-16 21:38:44;2017-07-16 23:12:26;2017-07-16 23:12:26;1599 days 00:40:28;1598 days 23:58:51.121071;1;0;0;0;0;0;0;4;1
Closed;Easy;5801;0;1;24;3;21;12;2017-07-14 15:02:35;2017-07-18 23:04:04;;;1601 days 06:35:04.456515;3;2465;7;2465;3;247;0;3;1
Closed;Easy;5799;0;1;1;0;1;138;2017-07-14 13:04:34;2017-07-14 16:54:19;;;1601 days 08:33:08.387563;3;0;0;0;2;386;0;4;1
Closed;Easy;5765;0;3;16;6;10;125;2017-07-11 08:58:41;2017-07-17 18:52:39;;;1604 days 12:39:04.124463;9;292;2;292;9;1998;0;5;1
Closed;Easy;5755;0;5;110;54;56;100;2017-07-10 13:10:48;2017-07-16 23:23:22;;;1605 days 08:26:59.473235;3;0;0;0;2;452;1;5;5
Closed;Easy;5751;0;4;37;3;34;122;2017-07-10 09:51:29;2017-07-11 16:35:51;2017-07-11 16:35:51;1577 days 00:58:48;1605 days 11:46:21.408392;3;45;2;45;3;294;0;4;1
Closed;Easy;5750;0;10;45;7;38;419;2017-07-10 09:25:14;2017-07-10 18:53:12;;;1605 days 12:12:39.313039;3;0;0;0;3;411;0;5;2
Closed;Easy;5743;0;3;127;25;102;441;2017-07-09 19:47:58;2017-07-31 18:25:11;;;1606 days 01:49:58.275929;18;546;3;546;15;4375;0;3;4
Closed;Easy;5742;0;1;4;0;4;115;2017-07-09 15:26:18;2017-07-11 22:36:14;;;1606 days 06:11:40.817807;7;0;0;0;7;951;0;5;4
Closed;Easy;5741;0;0;0;0;0;122;2017-07-09 14:43:55;2017-07-09 15:21:36;;;1606 days 06:54:06.267729;3;0;0;0;2;283;0;5;0
Closed;Easy;5721;0;9;75;45;30;283;2017-07-07 11:59:13;2017-07-07 17:33:28;;;1608 days 09:38:51.411750;2;0;0;0;2;88;0;5;4
